ID;Latitude;Longitude;ope1;ope2;ope3;ope4;efex1;efex2;efex3;efex4;efin1;efin2;efin3;efin4;efin5;intpol1;intpol2;intpol3;intpol4;intpol5;intknow;senknow1;senknow2;senknow3;senknow4;senknow5;autknow;partinf1;partinf2;partinf3;partinf4;partinf5;partinf6;polpart;parton1;parton2;parton3;parton4;parton5;parton6;partonline;acce1;acce2;acce3;use1;use2;use3;use4;use5;use6;use7;com1;com2;com3;com4;com5;com6;com7;com8;com9;com10;prov1;prov2;prov3;prov4;prov5;prov6;prov7;sexo;edad;edadcat;SES;educ;right;center;left;year;_merge;periphery;yearcat1;yearcat2;yearcat3;Cluster_01;Cluster_05;camp
998;-33.0439732;-71.3443605;3;2;4;1;1;1;1;4;5;3;3;2;4;2;2;3;3;3;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;0;0;0;0;1;S?;S?;S?;7;1;7;1;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;22;18-29;4;Universitaria inompleta;No;Yes;No;19;master only (1);1;1;0;0;0;0;1
1011;-33.0435251;-71.3443792;2;3;4;2;1;2;2;3;3;3;4;2;3;1;2;2;2;3;0;1;1;1;1;0;4;0;1;1;0;1;1;4;1;1;0;0;0;0;2;S?;S?;S?;7;7;4;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;27;18-29;4;Superior tecnica completa;Yes;No;No;19;master only (1);1;1;0;0;0;0;1
1037;-33.0429333;-71.3442006;2;4;2;4;2;1;5;2;2;5;2;2;1;1;2;1;2;3;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;7;4;7;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;66;60 or more;4;Media completa;Yes;No;No;19;master only (1);1;1;0;0;0;0;1
255;-33.0631487;-71.3920211;1;2;3;2;1;2;1;2;4;4;3;4;5;2;4;3;3;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;S?;S?;S?;6;1;7;2;2;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;42;30-44;4;Media completa;No;No;No;19;master only (1);1;1;0;0;0;0;0
256;-33.0630629;-71.3922906;2;3;4;3;2;3;2;3;3;3;4;3;3;2;3;3;3;3;0;0;1;0;1;0;2;0;0;0;0;0;1;1;0;1;0;0;0;1;2;S?;S?;No;7;6;6;2;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;41;30-44;2;Media completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
257;-33.0630412;-71.3919592;1;5;5;5;1;1;1;1;1;3;1;3;5;2;3;2;4;4;0;1;1;1;1;0;4;1;0;0;0;1;1;3;1;1;1;1;0;1;5;No;S?;No;7;7;7;1;2;5;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;29;18-29;4;Superior tecnica completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
258;-33.0629527;-71.3920645;1;1;1;1;2;3;2;2;3;3;3;2;3;1;3;2;3;3;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;6;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;36;30-44;2;Media completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
259;-33.0627759;-71.3920782;1;1;1;1;1;3;1;1;2;3;2;3;3;2;3;3;4;3;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;6;2;5;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;35;30-44;3;Media completa;No;No;No;19;master only (1);1;1;0;0;0;0;0
261;-33.062247;-71.3923203;;;;;3;2;4;4;4;3;4;2;3;1;2;2;3;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;7;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;61;60 or more;2;Basica completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
263;-33.0621751;-71.3923046;4;4;4;4;2;2;2;1;4;4;3;3;3;2;3;3;3;2;1;0;1;0;1;0;3;1;0;0;0;1;1;3;0;1;0;0;0;0;1;S?;S?;S?;7;5;7;1;1;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;41;30-44;4;Universitaria completa;No;Yes;No;19;master only (1);1;1;0;0;0;0;0
264;-33.0621058;-71.3922396;1;;;;2;2;2;2;3;3;2;2;4;2;1;2;4;4;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;6;4;1;4;3;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;58;45-59;3;Media completa;No;No;Yes;19;master only (1);1;1;0;0;0;0;0
265;-33.0621047;-71.3923207;;;;;3;2;1;2;2;3;3;3;5;3;3;3;3;3;0;0;1;1;1;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;S?;S?;S?;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;59;45-59;3;Media incompleta;No;No;Yes;20;master only (1);1;0;1;0;0;0;0
266;-33.0619429;-71.3923611;1;1;1;1;1;1;5;5;1;5;1;4;4;1;4;3;4;4;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;S?;No;No;7;1;7;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;65;60 or more;3;Media completa;Yes;No;No;19;master only (1);1;1;0;0;0;0;0
268;-33.0615589;-71.3922868;1;5;3;3;2;4;2;2;2;4;2;1;3;3;3;3;3;3;1;0;1;1;1;0;4;0;0;0;0;0;0;0;1;0;0;1;0;0;2;S?;S?;S?;7;4;4;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;40;30-44;3;Media completa;No;Yes;No;19;master only (1);1;1;0;0;0;0;0
276;-33.0605939;-71.392446;1;1;5;1;1;2;1;1;5;4;2;4;4;2;4;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;S?;S?;;4;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;37;30-44;3;Superior tecnica completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
329;-33.0585825;-71.3889425;2;4;2;2;4;3;2;2;1;2;2;4;4;1;2;2;4;4;0;0;1;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;S?;No;S?;7;1;7;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;56;45-59;4;Superior tecnica completa;No;Yes;No;19;master only (1);1;1;0;0;0;0;0
3535;-33.0637496;-71.3901888;2;4;2;2;1;2;2;1;2;4;2;4;4;2;3;3;3;3;0;1;1;1;1;0;4;0;1;1;1;1;1;5;1;0;0;0;0;0;1;S?;S?;No;5;1;7;1;1;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;29;18-29;3;Media completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3540;-33.063185;-71.3912231;;;;;1;1;2;2;3;2;3;1;3;1;2;2;3;3;1;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;73;60 or more;1;Basica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3541;-33.0631442;-71.3913177;5;1;5;5;1;1;1;1;5;1;4;5;5;1;3;3;3;3;1;1;1;1;1;1;6;0;1;0;1;1;0;3;1;1;0;0;0;0;2;S?;S?;S?;7;4;7;1;1;1;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;40;30-44;2;Media completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3542;-33.0631038;-71.392357;1;1;1;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;0;0;1;1;1;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;S?;S?;No;7;1;6;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;34;30-44;5;Superior tecnica incompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
3543;-33.0630554;-71.3923453;3;1;5;1;1;3;1;1;5;1;5;3;3;3;3;3;3;3;0;1;0;1;0;0;2;0;1;0;0;1;0;2;1;1;0;0;0;0;2;S?;S?;No;7;7;7;3;3;3;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;20;18-29;3;Universitaria inompleta;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3553;-33.0621922;-71.3913104;2;4;4;4;4;3;1;1;3;3;2;4;4;2;3;2;3;3;0;0;1;1;1;0;3;0;0;0;0;1;1;2;0;1;0;0;0;0;1;S?;S?;No;6;4;6;3;2;2;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;42;30-44;3;Superior tecnica incompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
3554;-33.0621886;-71.3912627;1;3;3;3;1;3;1;1;3;3;3;2;5;2;4;2;4;4;0;0;0;1;1;0;2;1;1;0;0;1;1;4;1;1;0;0;0;0;2;S?;S?;S?;7;7;7;4;4;4;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;59;45-59;4;Superior tecnica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3556;-33.062161;-71.3915911;1;5;3;1;1;2;1;1;3;5;4;3;3;3;3;3;3;2;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;S?;S?;S?;4;1;4;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;43;30-44;3;Media tecnica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3560;-33.0619204;-71.3910985;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;4;1;7;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;49;45-59;3;Media completa;No;Yes;No;21;using only (2);1;0;0;1;0;0;0
3561;-33.0616454;-71.391831;1;2;4;1;1;2;1;1;5;4;2;4;4;2;3;3;4;4;0;0;1;1;0;0;2;1;1;0;0;1;1;4;1;0;0;0;0;0;1;S?;No;No;5;5;4;4;1;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;45;45-59;4;Universitaria inompleta;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3562;-33.0616453;-71.3912742;2;2;2;2;1;4;1;1;2;4;2;4;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;7;5;6;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;52;45-59;4;Superior tecnica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3564;-33.0615642;-71.3922782;2;4;4;2;1;2;1;1;3;4;2;5;4;2;2;2;2;3;0;0;1;1;1;0;3;0;0;1;0;1;1;3;1;0;0;1;0;0;2;S?;S?;S?;7;5;7;2;3;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;48;45-59;3;Media completa;Yes;No;No;21;using only (2);1;0;0;1;0;0;0
3565;-33.0615225;-71.3912936;4;4;4;4;2;3;1;4;5;5;1;4;5;4;4;4;4;4;1;1;1;1;1;0;5;1;1;0;1;1;1;5;1;1;1;1;1;1;6;S?;S?;S?;7;7;4;5;6;2;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;20;18-29;3;Universitaria inompleta;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3566;-33.0614505;-71.3906109;5;3;5;1;1;1;5;5;5;5;1;5;5;1;3;3;3;3;1;0;1;1;1;0;4;0;1;0;0;1;0;2;1;0;1;0;1;0;3;S?;S?;S?;6;6;4;4;3;3;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;52;45-59;3;Media completa;No;Yes;No;21;using only (2);1;0;0;1;0;0;0
3572;-33.0610383;-71.3909319;2;4;4;1;1;3;1;4;2;4;2;4;5;3;2;3;4;4;0;0;1;1;0;0;2;0;0;0;0;1;1;2;1;1;0;0;0;0;2;S?;S?;No;7;7;7;1;1;2;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;18;18-29;4;Media completa;No;Yes;No;21;using only (2);1;0;0;1;0;0;0
3574;-33.0610078;-71.3909611;2;2;2;2;2;4;1;1;4;2;2;4;4;1;3;3;2;3;1;0;1;1;1;0;4;0;0;0;0;1;1;2;1;0;0;0;0;0;1;S?;S?;S?;7;1;5;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;57;45-59;3;Superior tecnica incompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
3576;-33.0609869;-71.3903067;4;2;2;2;2;2;2;2;1;4;2;5;5;4;1;2;3;3;0;0;0;1;0;0;1;0;1;0;0;1;0;2;1;1;0;0;0;0;2;S?;S?;No;4;4;4;1;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;56;45-59;4;Superior tecnica completa;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3580;-33.060888;-71.3904431;3;5;5;3;2;3;3;5;5;4;2;2;4;2;3;3;3;3;0;0;1;1;0;0;2;0;0;0;1;1;1;3;1;1;0;0;0;0;2;S?;S?;S?;7;6;7;1;1;1;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;25;18-29;4;Universitaria completa;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3588;-33.0605791;-71.3873589;1;2;3;2;2;2;1;3;4;4;3;3;4;2;3;3;3;2;1;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;7;3;7;1;1;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;43;30-44;3;Media completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3595;-33.0603374;-71.3906912;1;1;1;1;1;1;1;1;5;5;5;5;5;2;2;3;4;2;0;0;1;1;1;0;3;0;0;0;0;1;0;1;0;1;0;0;0;0;1;S?;S?;S?;7;4;4;1;4;4;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;56;45-59;4;Superior tecnica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3599;-33.06028;-71.3876284;1;1;1;1;1;1;1;1;5;1;1;5;4;2;2;2;2;2;0;0;1;1;1;0;3;1;1;1;1;1;1;6;1;1;0;0;0;1;3;S?;S?;S?;7;4;6;2;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;47;45-59;3;Media completa;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3610;-33.0600257;-71.3895345;2;2;2;2;4;2;4;4;4;2;4;4;4;2;3;3;3;3;0;1;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;No;No;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;71;60 or more;3;Basica incompleta o menos;Yes;No;No;21;using only (2);1;0;0;1;0;0;0
3611;-33.0600214;-71.3895028;1;1;1;3;3;3;1;2;5;5;4;4;4;3;3;2;3;3;0;0;0;0;0;0;0;1;0;1;0;1;1;4;0;1;0;0;0;1;2;S?;S?;S?;7;4;4;1;1;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;54;45-59;4;Superior tecnica completa;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3612;-33.0599489;-71.3910776;4;4;4;3;3;3;3;1;3;4;3;2;4;2;3;3;3;3;0;0;1;1;0;0;2;0;1;0;0;0;0;1;1;1;0;0;0;0;2;S?;S?;No;7;3;7;3;2;2;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;24;18-29;3;Universitaria inompleta;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3613;-33.0599382;-71.3882158;1;1;3;2;1;1;1;1;5;4;4;2;4;1;2;2;2;1;0;0;1;1;1;0;3;0;1;0;1;1;0;3;1;1;0;1;0;0;3;S?;S?;S?;7;7;7;4;4;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;31;30-44;4;Superior tecnica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3618;-33.0597297;-71.3890099;1;1;3;2;2;2;1;2;2;2;2;1;4;1;3;4;4;4;0;0;1;1;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;S?;S?;S?;5;3;5;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;58;45-59;4;Universitaria inompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
3621;-33.0596512;-71.3886574;;;;2;2;2;1;1;4;5;2;4;4;2;3;3;3;3;0;0;1;0;1;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;2;S?;No;No;7;7;2;1;1;1;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;44;30-44;4;Media completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
3641;-33.0586926;-71.3877872;3;3;4;3;4;2;2;3;4;4;2;4;5;4;4;4;3;3;1;1;1;1;1;0;5;1;1;0;0;1;1;4;1;1;1;1;0;1;5;S?;S?;S?;7;5;7;7;5;5;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;27;18-29;5;Universitaria completa;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
3649;-33.0584003;-71.388596;1;2;3;1;2;3;3;4;4;3;3;2;4;2;3;4;3;3;0;1;1;1;0;0;3;0;0;0;0;1;0;1;1;0;1;0;0;0;2;S?;S?;No;7;4;7;1;1;2;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Femenine;19;18-29;2;Universitaria inompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
3656;-33.058254;-71.3889725;2;4;1;4;1;3;1;4;4;4;2;4;4;1;3;3;3;2;0;0;0;0;1;0;1;0;0;0;0;1;1;2;0;1;0;1;0;0;2;S?;S?;S?;1;2;3;1;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Masculine;51;45-59;4;Universitaria inompleta;Yes;No;No;21;using only (2);1;0;0;1;0;0;0
1493;-33.0332737;-71.4302202;2;2;2;2;2;2;2;2;3;4;4;3;4;1;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;81;60 or more;4;Superior tecnica completa;No;No;No;19;master only (1);1;1;0;0;0;0;0
1505;-33.0330073;-71.4306435;2;3;4;2;2;2;2;2;4;2;2;3;3;1;4;4;4;4;0;0;1;1;1;0;3;0;1;1;0;1;0;3;1;1;0;1;0;0;3;S?;S?;S?;7;7;5;1;1;1;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;62;60 or more;4;Media completa;No;Yes;No;19;master only (1);1;1;0;0;0;0;0
1519;-33.032693;-71.4310965;2;2;2;2;2;2;2;2;1;4;2;2;4;1;3;2;4;4;0;0;1;0;1;0;2;1;0;0;0;1;1;3;0;0;0;0;0;0;0;S?;S?;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;62;60 or more;3;Media completa;No;No;No;19;master only (1);1;1;0;0;0;0;0
1524;-33.0325379;-71.4305309;2;2;2;2;2;4;2;4;3;3;3;3;4;3;4;4;4;4;0;0;1;1;1;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;S?;S?;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;77;60 or more;3;Basica completa;Yes;No;No;19;master only (1);1;1;0;0;0;0;0
1529;-33.0321252;-71.4312431;2;1;1;1;1;1;4;1;5;5;4;4;5;3;3;3;3;3;1;1;1;1;1;0;5;1;1;0;0;1;1;4;0;1;0;0;0;0;1;S?;S?;S?;5;5;5;1;5;1;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;32;30-44;4;Universitaria completa;No;No;No;19;master only (1);1;1;0;0;0;0;0
1372;-33.0362188;-71.4101538;4;2;2;3;2;2;1;2;2;4;2;3;4;2;4;4;4;4;1;0;1;1;1;0;4;1;0;0;0;0;1;2;0;0;0;0;0;0;0;S?;S?;No;7;7;7;4;1;4;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;56;45-59;4;Superior tecnica completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
1377;-33.0361144;-71.4096237;4;4;2;2;1;2;1;1;2;4;2;2;4;2;2;3;3;2;1;0;1;1;1;0;4;1;0;0;0;1;0;2;1;0;0;0;0;0;1;S?;S?;S?;7;7;7;1;1;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;55;45-59;2;Media incompleta;No;No;No;20;master only (1);1;0;1;0;0;0;0
1408;-33.0356702;-71.4096063;2;2;2;2;2;4;1;4;2;5;1;2;5;3;3;3;3;3;1;0;1;1;1;1;5;1;1;0;0;1;1;4;0;1;0;0;0;0;1;S?;S?;S?;7;1;4;4;1;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;66;60 or more;4;Universitaria completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
1409;-33.0356098;-71.4101439;2;4;4;2;1;1;1;1;2;4;2;3;5;2;4;3;4;4;1;1;1;0;1;0;4;0;0;1;0;1;0;2;1;1;0;0;0;0;2;S?;S?;No;7;4;7;1;4;4;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;22;18-29;2;Media completa;No;No;No;20;master only (1);1;0;1;0;0;0;0
1436;-33.0347903;-71.4110969;5;5;5;3;3;3;2;4;4;4;5;4;5;3;3;3;4;3;0;1;1;1;1;0;4;0;1;0;0;1;1;3;1;1;0;1;0;0;3;S?;S?;S?;7;4;6;5;6;4;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;22;18-29;3;Universitaria inompleta;No;No;No;20;master only (1);1;0;1;0;0;0;0
1442;-33.0345992;-71.4092732;2;2;2;2;2;2;2;2;1;4;2;2;2;1;1;1;1;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;S?;;4;1;7;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;69;60 or more;2;Media incompleta;No;No;No;20;master only (1);1;0;1;0;0;0;0
4083;-33.0360312;-71.4107109;4;4;3;2;2;1;1;1;3;3;2;2;5;3;3;4;4;4;0;0;1;1;1;0;3;0;1;0;0;1;0;2;0;1;0;0;0;0;1;S?;S?;;7;3;4;2;2;1;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;27;18-29;3;Universitaria inompleta;No;No;Yes;21;using only (2);1;0;0;1;0;0;0
4084;-33.035945;-71.4107333;1;1;5;3;1;1;1;1;5;1;3;2;4;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;2;0;0;0;0;0;0;0;No;No;No;7;5;7;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;70;60 or more;2;Media incompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
4085;-33.0358667;-71.4098667;1;1;1;1;2;2;1;2;5;2;3;4;4;2;3;3;3;4;0;1;1;1;1;1;5;0;1;0;0;1;0;2;1;1;0;0;0;0;2;S?;S?;S?;7;2;2;1;3;1;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;39;30-44;3;Media completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
4086;-33.0358233;-71.4080967;4;5;5;5;2;4;3;3;1;4;3;2;4;1;1;4;4;4;1;1;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;5;1;5;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;79;60 or more;1;Basica incompleta o menos;No;No;No;21;using only (2);1;0;0;1;0;0;0
4087;-33.0356067;-71.4107283;1;1;2;1;5;1;5;5;5;2;3;3;5;1;1;1;4;4;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;S?;No;7;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;75;60 or more;2;Media incompleta;Yes;No;No;21;using only (2);1;0;0;1;0;0;0
4089;-33.0354793;-71.4100747;3;3;4;2;2;2;1;1;3;4;2;4;4;2;4;3;3;2;1;0;1;0;1;0;3;0;1;0;0;1;0;2;1;1;0;0;0;0;2;S?;S?;;7;5;7;1;1;2;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;22;18-29;3;Universitaria inompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
4094;-33.03493;-71.4098367;4;4;4;3;2;2;2;2;2;2;4;2;2;3;3;3;3;3;0;0;0;1;1;0;2;0;1;0;0;0;0;1;1;1;0;0;0;0;2;S?;S?;;5;2;6;2;3;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;23;18-29;3;Universitaria inompleta;No;No;No;21;using only (2);1;0;0;1;0;0;0
4114;-33.0322363;-71.4059296;2;1;4;1;1;1;1;1;4;2;4;5;5;1;3;1;4;3;1;0;1;1;1;0;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;S?;S?;S?;7;4;4;1;1;1;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;55;45-59;3;Media completa;Yes;No;No;21;using only (2);1;0;0;1;0;0;0
4115;-33.0320876;-71.4081543;;;3;;3;2;;;4;2;3;1;1;1;3;3;3;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;S?;;7;1;1;1;1;1;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;70;60 or more;2;Media tecnica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
4116;-33.0319994;-71.4091385;3;4;4;3;3;2;3;2;3;3;2;4;4;2;3;3;3;4;1;0;1;1;1;0;4;1;1;1;0;1;0;4;1;0;0;0;0;0;1;S?;S?;S?;7;6;6;1;1;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Femenine;38;30-44;4;Superior tecnica completa;No;No;No;21;using only (2);1;0;0;1;0;0;0
4117;-33.0319745;-71.4054827;4;4;3;2;2;3;1;2;3;4;3;2;5;3;3;3;4;3;0;0;1;1;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;2;No;S?;No;7;1;4;1;4;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Masculine;59;45-59;3;Media completa;Yes;No;No;21;using only (2);1;0;0;1;0;0;0
